blancoNegro,1.2837069290288927,0.0,203.57924810749745,5.452958024691358
cameraman,1.0439620329236534,0.0,203.57924810749745,6.7052246913580245
church1,1.034812261649269,0.0,216.8698353001397,6.764512037037037
circuit,1.0299059198654497,0.0,203.55886895212586,6.796737318409145
coins,1.0859374671549111,0.0,205.21616136350062,6.446043360433604
eevee,1.1483729419973083,0.0,212.5224087343418,6.095580750818846
lena,1.02784713352608,0.0,203.3840513617143,6.810351239669422
lenaG,1.017762709712289,0.0,211.95263797811307,6.87783108302212
lenaS,1.0406062662594728,0.0,212.08412208899074,6.726847826086956
niño,1.0365646508402053,0.0,203.55886895212586,6.75307612923712
reno.,1.1778499398403275,0.0,203.57924810749745,5.943032098765432
sample1,1.3541177195590717,0.0,203.54479719947307,5.169417620706819
sample2,1.30373417015477,0.0,205.38920994558532,5.369192708333333
woman,1.0183014085964035,0.0,203.57924810749745,6.874192592592593
