blancoNegro,1.5189783417195362,0.0,203.57924810749745,1.4446617283950618
cameraman,1.0973990715886235,0.0064572704081632655,90.84267089143839,2.5829333333333335
church1,1.1391459838709734,2.3193224609681223e-05,153.02701308539272,2.592175
circuit,1.0916447354032557,0.006487785342410893,90.78134176300706,2.7222949908708425
coins,1.303933001166119,1.3650945327963962e-05,145.97730389714707,2.300731707317073
eevee,2.5207724149613053,0.0,212.5224087343418,1.1899344923154447
lena,1.0906912456243145,1.241341923646296,44.97062515649968,2.7504545454545455
lenaG,1.0456182242985943,0.0003487825758602103,124.56594461007083,2.8488566503878197
lenaS,1.0982448180719904,0.0,212.08412208899074,2.6414855072463768
niño,1.0953477486183674,1.2316071929192198,45.21382687413883,2.6286417400968483
reno.,1.5249052544809354,0.0,203.57924810749745,1.9649777777777777
sample1,1.1556323261489807,0.0,203.54479719947307,1.1584270781483326
sample2,1.1951538652556781,0.0,205.38920994558532,1.3633072916666666
woman,1.0532302250580852,1.2959382971938775,44.791963878235556,2.848098765432099
