blancoNegro,1.2830887544398943,0.0,203.57924810749745,5.4555851851851855
cameraman,1.059448712966008,0.0,203.57924810749745,6.60720987654321
church1,1.0459061490150636,0.0,216.8698353001397,6.692761111111111
circuit,1.0374122048494687,0.0,203.55886895212586,6.747558942605382
coins,1.1077160593097681,0.0,205.21616136350062,6.319308943089431
eevee,1.147325364591614,0.0,212.5224087343418,6.101146384479718
lena,1.0297465449693477,0.0,203.3840513617143,6.797789256198347
lenaG,1.0206342617627189,0.0,211.95263797811307,6.858480321746624
lenaS,1.0525526161062007,0.0,212.08412208899074,6.650498885172798
niño,1.0520921575411928,0.0,203.55886895212586,6.653409541954433
reno.,1.1746095407297412,0.0,203.57924810749745,5.959427160493827
sample1,1.3540707818042466,0.0,203.54479719947307,5.16959681433549
sample2,1.3028052965239139,0.0,205.38920994558532,5.373020833333333
woman,1.0184740779486532,0.0,203.57924810749745,6.873027160493828
